capcode,IDS ID,make,model,deriv,P11D,Rentals in P11D,  
AUA5203SO5HDTA  3,AU018110,Audi,A5 Sportback,35 TDI 163ps Sport S tronic 22,42125,59,
AUA5203NC5HPTA  3,AU018097,Audi,A5 Sportback,35 TFSI 150 S Line Cms S tronic 22,43155,61,
AUA5203PO5HPTA  3,AU018091,Audi,A5 Sportback,35 TFSI 150 Sport Cms S tronic 22,41155,60,
AUA5203BL5HPTA  3,AU018635,Audi,A5 Sportback,35 TFSI 150ps Black/Ed S tronic 22,42760,64,
AUA5203SN5HPTA  3,AU018096,Audi,A5 Sportback,35 TFSI 150ps S Line S tronic 22,41760,61,
AUA5203SO5HPTA  3,AU018090,Audi,A5 Sportback,35 TFSI 150ps Sport S tronic 22,39760,61,
AUA520S0C5HPTA  3,AU018099,Audi,A5 Sportback,40 TFSI 204 S Line Cms S tronic 22,44560,61,
AUA5204S45HPTA  3,AU018098,Audi,A5 Sportback,40 TFSI 204ps S Line S tronic 22,43165,61,
AUA5203BO5HDTA  3,AU018642,Audi,A5 Sportback,35 TDI 163 Bk/Edn Comfort+Sound Pack S-trnc 22,46520,63,
AUA5203BO5HPTA  3,AU018636,Audi,A5 Sportback,Sptbk 35 TFSI 150ps Bk/Ed Cmf/Sd Strc 22,44155,64,
AUA5204BS5HDTA4 3,AU018644,Audi,A5 Sportback,40 TDI 204 Quattro Bk/Edn Cms S tronic 22,49185,62,
AUA520S0C5HDTA4 3,AU018103,Audi,A5 Sportback,40 TDI 204 Quattro S Line Cms S tronic 22,48185,61,
AUA5204S45HDTA4 3,AU018102,Audi,A5 Sportback,40 TDI 204ps Quattro S Line S tronic 22,46790,61,
AUA5204BL5HDTA4 3,AU018643,Audi,A5 Sportback,40 TDI 204ps Quattro Bk/Edn S tronic 22,47790,62,
AUA5204BS5HPTA  3,AU018638,Audi,A5 Sportback,Sptbk 40 TFSI 204 Bk/Ed Cmf/Sd S trnc 22,45560,63,
AUA5204BL5HPTA  3,AU018637,Audi,A5 Sportback,40 TFSI 204 Black Edtion S tronic 22,44165,63,
AUA5204BC5HPTA4 3,AU018640,Audi,A5 Sportback,45 TFSI 265 Quattro Black Edition Cms S tronic 22,52430,59,
AUA520S6C5HPTA4 3,AU018101,Audi,A5 Sportback,45 TFSI 265 Quattro S Line Cms S tronic 22,51430,57,
AUA52045B5HPTA4 3,AU018639,Audi,A5 Sportback,45 TFSI 265ps Quattro Black Edition S tronic 22,51035,58,
AUA520S655HPTA4 3,AU018100,Audi,A5 Sportback,45 TFSI 265ps Quattro S Line S tronic 22,50035,56,
AUA620STL5EDTA4 6,AU018259,Audi,A6 5 Door Avant,40 TDI 204 12V Quattro S Line Tech Pack S tronic 22,49380,67,
AUA620STT5EDTA4 6,AU018258,Audi,A6 5 Door Avant,40 TDI 204 12V Quattro Sport Tech Pack S tronic 22,45720,67,
AUA6204BT5EDTA4 6,AU018261,Audi,A6 5 Door Avant,40 TDI 204 12V Qtro Be/Tpk Strc 22,51320,69,
AUA620VOR5EDTA4 6,AU018262,Audi,A6 5 Door Avant,40 TDI Quattro 204 Vorsprung S tronic 22,67155,59,
AUA6204BT5EPTA  6,AU018240,Audi,A6 5 Door Avant,40 TFSI 204 12V Black Edition Tech Pack S tronic 22,47265,70,
AUA620STL5EPTA  6,AU018239,Audi,A6 5 Door Avant,40 TFSI 204 12V S Line Tech Pack S tronic 22,45325,70,
AUA620STT5EPTA  6,AU018238,Audi,A6 5 Door Avant,40 TFSI 204 12V Sport Tech Pack S tronic 22,41665,70,
AUA620VOR5EPTA  6,AU018241,Audi,A6 5 Door Avant,40 TFSI 204 Vorsprung S tronic 22,63100,59,
AUA6204RD5EPTA4 6,AU018236,Audi,A6 5 Door Avant,45 TFSI 265 12V Qtr Be/Tpk Strc 22,52390,66,
AUA620SRK5EPTA4 6,AU018235,Audi,A6 5 Door Avant,45 TFSI 265 12V Quattro S Line Tech Pack S tronic 22,50450,65,
AUA620SRT5EPTA4 6,AU018234,Audi,A6 5 Door Avant,45 TFSI 265 12V Quattro Sport Tech Pack S tronic 22,46790,65,
AUA620VRR5EPTA4 6,AU018237,Audi,A6 5 Door Avant,45 TFSI 265 Quattro Vorsprung S tronic 22,68225,58,
AUA6205BS5EXTA4 6,AU018251,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro Black Edition C/Sd S tronic 22,64470,63,
AUA620SL 5EXTA4 6,AU018243,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro S Line S tronic 22,60235,61,
AUA620SLC5EXTA4 6,AU018250,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro S Line Cm/Sd S tronic 22,62530,61,
AUA620SCS5EXTA4 6,AU018249,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro Sport Cm/Sd S tronic 22,58870,61,
AUA620VOR5EXTA4 6,AU018246,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro Vorsprung S tronic 22,75375,59,
AUA6205BL5EXTA4 6,AU018247,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro Bd/Ed S tronic 22,62175,62,
AUA620SP 5EXTA4 6,AU018244,Audi,A6 5 Door Avant,50 TFSI e 299 Quattro Sport S tronic 22,56575,60,
AUA6204BL4SDTA4 6,AU018360,Audi,A6 4 Door Saloon,40 TDI 204ps 12V Quattro Black Edition S tronic 22,49220,65,
AUA620VOR4SDTA4 6,AU018349,Audi,A6 4 Door Saloon,40 TDI 204ps 12V Quattro Vorsprung S tronic 22,65055,58,
AUA620SL 4SDTA4 6,AU018352,Audi,A6 4 Door Saloon,40 TDI 204ps 12V Quattro S Line S tronic 22,47280,64,
AUA620SP 4SDTA4 6,AU018350,Audi,A6 4 Door Saloon,40 TDI 204ps 12V Quattro Sport S tronic 22,43620,64,
AUA6204BL4SPTA  6,AU018342,Audi,A6 4 Door Saloon,40 TFSI 204ps 12V Black Edition S tronic 22,45165,68,
AUA6204RB4SPTA4 6,AU018335,Audi,A6 4 Door Saloon,45 TFSI 265ps 12V Quattro Black Edition S tronic 22,50290,63,
AUA620SRL4SPTA4 6,AU018333,Audi,A6 4 Door Saloon,45 TFSI 265ps 12V Quattro S Line S tronic 22,48350,62,
AUA620VRR4SPTA4 6,AU018337,Audi,A6 4 Door Saloon,45 TFSI 265ps 12V Quattro Vorsprung S tronic 22,66125,57,
AUA620SRP4SPTA4 6,AU018331,Audi,A6 4 Door Saloon,45 TFSI 265ps 12V Quattro Sport S tronic 22,44690,61,
AUA6205BZ4SXTA4 6,AU018378,Audi,A6 4 Door Saloon,50 TFSI e 299 Quattro Black Edition S tronic 22,60075,61,
AUA620SLZ4SXTA4 6,AU018377,Audi,A6 4 Door Saloon,50 TFSI e 299 Quattro S Line S tronic 22,58135,60,
AUA620SLC4SXTA4 6,AU018381,Audi,A6 4 Door Saloon,Sal 50 TFSI e 299 Qtr S LN Cmf/Sd S/T 22,60430,60,
AUA620SPZ4SXTA4 6,AU018376,Audi,A6 4 Door Saloon,50 TFSI e 299 Quattro Sport S tronic 22,54475,59,
AUA620SCS4SXTA4 6,AU018380,Audi,A6 4 Door Saloon,Sal 50 TFSI e 299 Qtr Sprt Cmf/Sd S/T 22,56770,60,
AUA620VOZ4SXTA4 6,AU018379,Audi,A6 4 Door Saloon,50 TFSI e 299 Quattro Vorsprung S tronic 22,73275,58,
AUA6205BS4SXTA4 6,AU018382,Audi,A6 4 Door Saloon,Sal 50 TFSI e Qtr Blck Edn Cmf/Sd S/T 22,62370,62,
AUA620VOR4SPTA  6,AU018344,Audi,A6 4 Door Saloon,40 TFSI 204 12V Vorsprung S tronic 22,61000,58,
AUA620SL 4SPTA  6,AU018340,Audi,A6 4 Door Saloon,40 TFSI 204ps 12V S Line S tronic 22,43225,66,
AUA620SP 4SPTA  6,AU018338,Audi,A6 4 Door Saloon,40 TFSI 204ps 12V Sport S tronic 22,39565,68,
AUA7204BL5HDTA4 2,AU018077,Audi,A7 Sportback,40 TDI 204 Quattro Black Edition S tronic 22,57435,60,
AUA720SL 5HDTA4 2,AU018069,Audi,A7 Sportback,40 TDI 204 Quattro S Line S tronic 22,55035,59,
AUA720SP 5HDTA4 2,AU018063,Audi,A7 Sportback,40 TDI 204 Quattro Sport S tronic 22,51835,58,
AUA720SRE5HDTA4 2,AU018627,Audi,A7 Sportback,40 TDI 204 Quattro Sport Edition S tronic 22,52735,59,
AUA7204BS5HDTA4 2,AU018078,Audi,A7 Sportback,Sptbck 40 TDI Qtr Blk ED Cmf/Sd Strc 22,59730,59,
AUA720SLC5HDTA4 2,AU018070,Audi,A7 Sportback,40 TDI Quattro S Line Comfort+Sound Pack S tronic 22,57330,59,
AUA720SCS5HDTA4 2,AU018062,Audi,A7 Sportback,40 TDI Quattro Sport Comfort+Sound Pack S tronic 22,54130,58,
AUA720SRC5HDTA4 2,AU018628,Audi,A7 Sportback,Sptbck 40 TDI Qtr Spt Edn Cmf/Sd Strc 22,55030,59,
AUA720SRE5HPTA4 2,AU018621,Audi,A7 Sportback,45 TFSI 265 Quattro Sport Edition S tronic 22,54165,57,
AUA720SRC5HPTA4 2,AU018622,Audi,A7 Sportback,Sptbck 45 TFSI Qtr Spt ED Cmf/Sd Strc 22,56460,57,
AUA720KSL5HXTA4 2,AU018083,Audi,A7 Sportback,50 TFSI e 299 Quattro S Line S tronic 22,66025,60,
AUA720KSP5HXTA4 2,AU018081,Audi,A7 Sportback,50 TFSI e 299 Quattro Sport S tronic 22,62625,59,
AUA720KSE5HXTA4 2,AU018633,Audi,A7 Sportback,50 TFSI e 299 Quattro Sport Edition S tronic 22,63525,59,
AUA720KBS5HXTA4 2,AU018086,Audi,A7 Sportback,50 TFSI e Quattro Black Edition Cms S tronic 22,70720,60,
AUA720KBL5HXTA4 2,AU018085,Audi,A7 Sportback,50 TFSI e Quattro Black Edition S tronic 22,68425,60,
AUA720KLC5HXTA4 2,AU018084,Audi,A7 Sportback,50 TFSI e Quattro S Line Cms S tronic 22,68320,60,
AUA720KSC5HXTA4 2,AU018082,Audi,A7 Sportback,Sptbck 50 TFSI e Qtr Sport Cmf/Sd S/T 22,64920,59,
AUA720KSS5HXTA4 2,AU018634,Audi,A7 Sportback,50 TFSI e Quattro Sport Edition Cms S tronic 22,65820,59,
AUA720KVO5HXTA4 2,AU018087,Audi,A7 Sportback,50 TFSI e Quattro Vorsprung S tronic 22,86065,57,
AUET00BCS5EE A4,AU018405,Audi,E-Tron Estate,50 71kwh Quattro 313ps Black Edition Cms 22,72225,66,
AUET00BLK5EE A4,AU018395,Audi,E-Tron Estate,50 71kwh Quattro 313ps Black Edition 22,70330,66,
AUET00SLC5EE A4,AU018400,Audi,E-Tron Estate,50 71kwh Quattro 313ps S Line Cms 22,70675,63,
AUET00CSS5EE A4,AU018399,Audi,E-Tron Estate,50 71kwh Quattro 313ps Sport Cms 22,66575,62,
AUET00TES5EE A4,AU018401,Audi,E-Tron Estate,50 71kwh Quattro 313ps Technik Cms 22,63875,59,
AUET005BC5EE A4,AU018406,Audi,E-Tron Estate,55 95kwh Quattro 408ps Black Edition Cms 22,83125,66,
AUET0055B5EE A4,AU018397,Audi,E-Tron Estate,55 95kwh Quattro 408ps Black Edition 22,81230,67,
AUET00S3C5EE A4,AU018404,Audi,E-Tron Estate,55 95kwh Quattro 408ps S Line Cms 22,81575,64,
AUET005PC5EE A4,AU018403,Audi,E-Tron Estate,55 95kwh Quattro 408ps Sport Cms 22,77475,63,
AUET005TO5EE A4,AU018402,Audi,E-Tron Estate,55 95kwh Quattro 408ps Technik Cms 22,74775,62,
AUET00SL 5EE A4,AU018390,Audi,E-Tron Estate,50 71kwh Quattro 313ps S Line 22,68780,63,
AUET00SP 5EE A4,AU018389,Audi,E-Tron Estate,50 71kwh Quattro 313ps Sport 22,64680,62,
AUET00TEK5EE A4,AU018391,Audi,E-Tron Estate,50 71kwh Quattro 313ps Technik 22,61980,59,
AUET00LIS5EE A4,AU018394,Audi,E-Tron Estate,55 95kwh Quattro 408ps S Line 22,79680,64,
AUET005SR5EE A4,AU018393,Audi,E-Tron Estate,55 95kwh Quattro 408ps Sport 22,75580,63,
AUET005TE5EE A4,AU018392,Audi,E-Tron Estate,55 95kwh Quattro 408ps Technik 22,72880,63,
AUET00QS 5EE A4,AU018407,Audi,E-Tron Estate,95kwh Quattro 503ps S 22,88380,56,
AUEG00CSO4SE A4,AU017293,Audi,E-Tron GT Saloon,93kWh Quattro 530ps Comfort+Sound Pack Auto 22,86400,65,
AUEG00   4SE A4,AU017292,Audi,E-Tron GT Saloon,93kWh Quattro 530ps Auto 22,82810,65,
AUET00BLK5HE A4,AU018476,Audi,E-Tron Sportback,50 71kWh Quattro 313ps Black Edition 22,72130,73,
AUET00SL 5HE A4,AU018465,Audi,E-Tron Sportback,50 71kWh Quattro 313ps S Line 22,70580,69,
AUET00TEK5HE A4,AU018468,Audi,E-Tron Sportback,50 71kWh Quattro 313ps Technik 22,63780,69,
AUET00BCS5HE A4,AU018477,Audi,E-Tron Sportback,50 71kWh Quattro Black Edition Comfort+Sound Pack 22,74025,72,
AUET00SLC5HE A4,AU018466,Audi,E-Tron Sportback,50 71kWh Quattro S Line Comfort+Sound Pack 22,72475,68,
AUET00CSS5HE A4,AU018473,Audi,E-Tron Sportback,50 71kWh Quattro Sport Comfort+Sound Pack 22,68375,67,
AUET00TES5HE A4,AU018469,Audi,E-Tron Sportback,50 71kWh Quattro Technik Comfort+Sound Pack 22,65674.99,68,
AUET0055B5HE A4,AU018478,Audi,E-Tron Sportback,55 95kWh Quattro 408ps Black Edition 22,82930,72,
AUET00LIS5HE A4,AU018460,Audi,E-Tron Sportback,55 95kWh Quattro 408ps S Line 22,81380,69,
AUET005TE5HE A4,AU018470,Audi,E-Tron Sportback,55 95kWh Quattro 408ps Technik 22,74580,69,
AUET005BC5HE A4,AU018479,Audi,E-Tron Sportback,55 95kWh Quattro Black Edition Comfort+Sound Pack 22,84825,72,
AUET00S3C5HE A4,AU018461,Audi,E-Tron Sportback,55 95kWh Quattro S Line Comfort+Sound Pack 22,83275,69,
AUET005PC5HE A4,AU018475,Audi,E-Tron Sportback,55 95kWh Quattro Sport Comfort+Sound Pack 22,79175,68,
AUET005TO5HE A4,AU018471,Audi,E-Tron Sportback,55 95kWh Quattro Technik Comfort+Sound Pack 22,76475,68,
AUET00SP 5HE A4,AU018472,Audi,E-Tron Sportback,50 71kWh Quattro 313ps Sport 22,66480,68,
AUET005SR5HE A4,AU018474,Audi,E-Tron Sportback,55 95kWh Quattro 408ps Sport 22,77280,69,
AUQ2103SC5EPTM  1,AU017950,Audi,Q2,Suv 30 TFSI 110 Sport Comfort+Sound Pack 22,28490,63,
AUQ2103BE5EPTM  1,AU017963,Audi,Q2,Suv 30 TFSI 110ps Black Edition 22,31440,65,
AUQ2103BS5EPTM  1,AU017964,Audi,Q2,Suv 30 TFSI 110ps Blk Edtn  Cmf/Sd 22,32635,64,
AUQ2103LC5EPTM  1,AU017949,Audi,Q2,Suv 30 TFSI 110ps S Line Comfort+Sound Pack 22,30640,65,
AUQ2103SI5EPTM  1,AU017948,Audi,Q2,Suv 30 TFSI 110ps S Line 22,29445,66,
AUQ21030S5EPTM  1,AU017951,Audi,Q2,Suv 30 TFSI 110ps Sport 22,27295,64,
AUQ21030T5EPTM  1,AU017952,Audi,Q2,Suv 30 TFSI 110ps Technik 22,24795,65,
AUQ2153BO5EPTM  1,AU017943,Audi,Q2,Suv 35 TFSI 150 Black Edition Comfort+Sound Pack 22,34445,65,
AUQ2153BO5EPTA  1,AU017944,Audi,Q2,Suv 35 TFSI 150 Blk Edn Cmf/Sd S trc 22,35995,64,
AUQ2153PO5EPTM  1,AU017938,Audi,Q2,Suv 35 TFSI 150 Sport Comfort+Sound Pack 22,30300,64,
AUQ2153BL5EPTA  1,AU017936,Audi,Q2,Suv 35 TFSI 150ps Black Edition S tronic 22,34800,65,
AUQ2153BL5EPTM  1,AU017935,Audi,Q2,Suv 35 TFSI 150ps Black Edition 22,33250,66,
AUQ2153NC5EPTA  1,AU017941,Audi,Q2,Suv 35 TFSI 150ps S Line Cmf/Sd S trc 22,34000,65,
AUQ2153NC5EPTM  1,AU017940,Audi,Q2,Suv 35 TFSI 150ps S Line Comfort+Sound Pack 22,32450,66,
AUQ2153SN5EPTA  1,AU017934,Audi,Q2,Suv 35 TFSI 150ps S Line S tronic 22,32805,66,
AUQ2153SN5EPTM  1,AU017933,Audi,Q2,Suv 35 TFSI 150ps S Line 22,31255,67,
AUQ2153PO5EPTA  1,AU017939,Audi,Q2,Suv 35 TFSI 150ps Sport Cmf/Sd S trc 22,31850,64,
AUQ2153SO5EPTA  1,AU017932,Audi,Q2,Suv 35 TFSI 150ps Sport S tronic 22,30655,64,
AUQ2153SO5EPTM  1,AU017931,Audi,Q2,Suv 35 TFSI 150ps Sport 22,29105,65,
AU3S203SN5EDTA,AU017622,Audi,Q3 5 Door Sportback,35 TDI 150ps S Line S tronic 22,39120,58,
AU3S203SO5EDTA,AU017621,Audi,Q3 5 Door Sportback,35 TDI 150ps Sport S tronic 22,37320,57,
AU3S15BLK5EPTM,AU017609,Audi,Q3 5 Door Sportback,35 TFSI Cod 150 Black Edition 22,37290,60,
AU3S15SL 5EPTM,AU017634,Audi,Q3 5 Door Sportback,35 TFSI Cod 150ps S Line 22,35940,58,
AU3S15SPO5EPTA,AU017636,Audi,Q3 5 Door Sportback,35 TFSI Cod 150ps Sport S tronic 22,35720,59,
AU3S15SPO5EPTM,AU017632,Audi,Q3 5 Door Sportback,35 TFSI Cod 150ps Sport 22,34140,58,
AU3S14SL 5EXTA,AU018488,Audi,Q3 5 Door Sportback,45 TFSI e 245 S Line S tronic 22,43930,58,
AU3S20BCS5EDTA,AU017608,Audi,Q3 5 Door Sportback,Sptbk 35 TDI 150ps Bk/Ed Cmf/Sd S trc 22,41665,58,
AU3S20BLK5EDTA,AU017607,Audi,Q3 5 Door Sportback,35 TDI 150ps Black Edition S tronic 22,40470,58,
AU3S203NC5EDTA,AU017625,Audi,Q3 5 Door Sportback,35 TDI 150ps S Line Comfort+Sound Pack S tronic 22,40315,57,
AU3S20S3S5EDTA,AU017624,Audi,Q3 5 Door Sportback,35 TDI 150ps Sport Comfort+Sound Pack S tronic 22,38515,57,
AU3S15SCS5EPTM,AU017633,Audi,Q3 5 Door Sportback,35 TFSI 150ps Cod Sport Comfort+Sound Pack 22,35335,58,
AU3S15BCS5EPTM,AU017610,Audi,Q3 5 Door Sportback,35 TFSI Cod 150 Black Edition Comfort+Sound Pack 22,38485,59,
AU3S15BLK5EPTA,AU017640,Audi,Q3 5 Door Sportback,35 TFSI Cod 150 Black Edition S tronic 22,38870,60,
AU3S15SLC5EPTM,AU017635,Audi,Q3 5 Door Sportback,35 TFSI Cod 150ps S Line Comfort+Sound Pack 22,37135,58,
AU3S15SL 5EPTA,AU017638,Audi,Q3 5 Door Sportback,35 TFSI Cod 150ps S Line S tronic 22,37520,59,
AU3S15BCS5EPTA,AU017641,Audi,Q3 5 Door Sportback,Sptbk 35 TFSI Cod Bk/Ed Cmf/Sd S trc 22,40065,58,
AU3S15SLC5EPTA,AU017639,Audi,Q3 5 Door Sportback,35 TFSI Cod S Line Comfort+Sound Pack S tronic 22,38715,58,
AU3S15SCS5EPTA,AU017637,Audi,Q3 5 Door Sportback,35 TFSI Cod Sport Comfort+Sound Pack S tronic 22,36915,59,
AU3S202SC5EDTA4,AU017606,Audi,Q3 5 Door Sportback,Sptbk 40 TDI Qtr 200 Sln Cmf/Sd S trc 22,42325,55,
AU3S204BL5EDTA4,AU017613,Audi,Q3 5 Door Sportback,40 TDI Quattro 200ps Black Edition S tronic 22,42480,56,
AU3S202SI5EDTA4,AU017605,Audi,Q3 5 Door Sportback,40 TDI Quattro 200ps S Line S tronic 22,41130,55,
AU3S204BS5EDTA4,AU017614,Audi,Q3 5 Door Sportback,Sptbk 40 TDI Qtr Bk/Ed Cmf/Sd S trc 22,43675,56,
AU3S20BLK5EPTA4,AU017645,Audi,Q3 5 Door Sportback,40 TFSI Quattro Cod 190 Black Edition S tronic 22,41380,56,
AU3S20SL 5EPTA4,AU017642,Audi,Q3 5 Door Sportback,40 TFSI Quattro Cod 190 S Line S tronic 22,40030,55,
AU3S20BCS5EPTA4,AU017646,Audi,Q3 5 Door Sportback,Sptbk 40 TFSI Qtr Cod B/Ed Cmf/Sd S/T 22,42575,56,
AU3S20SLC5EPTA4,AU017643,Audi,Q3 5 Door Sportback,Sptbk 40 TFSI Qtr Cod Cmf/Sd Sln Strc 22,41225,55,
AU3S14BCS5EXTA,AU018492,Audi,Q3 5 Door Sportback,Sptbk 45 TFSI e 245 B/Ed Cmf/Sd S/T 22,46475,59,
AU3S14BLK5EXTA,AU018491,Audi,Q3 5 Door Sportback,45 TFSI e 245 Black Edition S tronic 22,45280,59,
AU3S14SLC5EXTA,AU018489,Audi,Q3 5 Door Sportback,45 TFSI e 245 S Line Comfort+Sound Pack S tronic 22,45125,58,
AU3S20B4C5EPTA4,AU017651,Audi,Q3 5 Door Sportback,Sptbk 45 TFSI Qtr 245 B/Ed Cmf/Sd S/T 22,44475,54,
AU3S20BD45EPTA4,AU017650,Audi,Q3 5 Door Sportback,45 TFSI Quattro 245 Black Edition S tronic 22,43280,54,
AU3S20SO45EPTA4,AU017648,Audi,Q3 5 Door Sportback,Sptbk 45 TFSI Qtr 245 Cmf/Sd Sln Strc 22,43125,53,
AU3S20SN45EPTA4,AU017647,Audi,Q3 5 Door Sportback,45 TFSI Quattro 245 S Line S tronic 22,41930,53,
AUQ320BCS5EDTA  2,AU017678,Audi,Q3,Suv 35 TDI 150ps Bk/Ed Cmf/Sd Strc 22,40515,56,
AUQ320BLK5EDTA  2,AU017677,Audi,Q3,Suv 35 TDI 150ps Black Edition S tronic 22,39320,58,
AUQ320SLC5EDTA  2,AU017705,Audi,Q3,Suv 35 TDI 150ps S Line Cmf/Sd S trc 22,39165,56,
AUQ320SL 5EDTA  2,AU017704,Audi,Q3,Suv 35 TDI 150ps S Line S tronic 22,37970,56,
AUQ320SCS5EDTA  2,AU017703,Audi,Q3,Suv 35 TDI 150ps Sport Comfort+Sound Pack S tronic 22,37365,55,
AUQ320SPO5EDTA  2,AU017702,Audi,Q3,Suv 35 TDI 150ps Sport S tronic 22,36170,55,
AUQ3205TC5EDTA  2,AU017681,Audi,Q3,Suv 35 TDI 150ps Technik Cmf/Sd S trc 22,35715,54,
AUQ320TEK5EDTA  2,AU017688,Audi,Q3,Suv 35 TDI 150ps Technik S tronic 22,34520,54,
AUQ3155TC5EPTA  2,AU017685,Audi,Q3,Suv 35 TFSI 150ps Technik Cmf/Sd S/T 22,34114.99,56,
AUQ3155TC5EPTM  2,AU017683,Audi,Q3,Suv 35 TFSI 150ps Technik Comfort+Sound Pack 22,32535,55,
AUQ315TEK5EPTA  2,AU017684,Audi,Q3,Suv 35 TFSI 150ps Technik S tronic 22,32920,56,
AUQ315TEK5EPTM  2,AU017682,Audi,Q3,Suv 35 TFSI 150ps Technik 22,31340,55,
AUQ315BCS5EPTA  2,AU017669,Audi,Q3,Suv 35 TFSI Cod 150 Bd/Ed Cmf/Sd Strc 22,38915,58,
AUQ315BCS5EPTM  2,AU017662,Audi,Q3,Suv 35 TFSI Cod 150 Bk/Ed Cmf/Sd 22,37335,57,
AUQ315BLK5EPTA  2,AU017668,Audi,Q3,Suv 35 TFSI Cod 150 Black Edition S tronic 22,37720,58,
AUQ315SL 5EPTA  2,AU017665,Audi,Q3,Suv 35 TFSI Cod 150 S Line S tronic 22,36370,57,
AUQ315SLC5EPTA  2,AU017666,Audi,Q3,Suv 35 TFSI Cod 150 Sln Cmf/Sd S trc 22,37565,56,
AUQ315SCS5EPTA  2,AU017664,Audi,Q3,Suv 35 TFSI Cod 150 Sprt Cmf/Sd S trc 22,35765,57,
AUQ315BLK5EPTM  2,AU017661,Audi,Q3,Suv 35 TFSI Cod 150ps Black Edition 22,36140,58,
AUQ315SLC5EPTM  2,AU017714,Audi,Q3,Suv 35 TFSI Cod 150ps S Line Comfort+Sound Pack 22,35985,56,
AUQ315SL 5EPTM  2,AU017713,Audi,Q3,Suv 35 TFSI Cod 150ps S Line 22,34790,56,
AUQ315SCS5EPTM  2,AU017715,Audi,Q3,Suv 35 TFSI Cod 150ps Sport Comfort+Sound Pack 22,34185,56,
AUQ315SPO5EPTA  2,AU017663,Audi,Q3,Suv 35 TFSI Cod 150ps Sport S tronic 22,34570,57,
AUQ315SPO5EPTM  2,AU017712,Audi,Q3,Suv 35 TFSI Cod 150ps Sport 22,32990,56,
AUQ3204BS5EDTA4 2,AU017671,Audi,Q3,Suv 40 TDI Qtr 200 Bk/Ed Cmf/Sd S trc 22,42525,54,
AUQ3204BL5EDTA4 2,AU017670,Audi,Q3,Suv 40 TDI Quattro 200 Black Edition S tronic 22,41330,54,
AUQ3202SC5EDTA4 2,AU017675,Audi,Q3,Suv 40 TDI Qtr 200ps Sln Cmf/Sd S trc 22,41175,53,
AUQ3202SI5EDTA4 2,AU017674,Audi,Q3,Suv 40 TDI Quattro 200ps S Line S tronic 22,39980,54,
AUQ320BCS5EPTA4 2,AU017722,Audi,Q3,Suv 40 TFSI Qtr 190 Bk/Ed Cmf/Sd Strc 22,41425,55,
AUQ320SLC5EPTA4 2,AU017719,Audi,Q3,Suv 40 TFSI Qtr 190 Sln Cmf/Sd S trc 22,40075,53,
AUQ320BLK5EPTA4 2,AU017721,Audi,Q3,Suv 40 TFSI Quattro 190ps Black Edition S tronic 22,40230,55,
AUQ320SL 5EPTA4 2,AU017718,Audi,Q3,Suv 40 TFSI Quattro 190ps S Line S tronic 22,38880,55,
AUQ314BCS5EXTA  2,AU018484,Audi,Q3,Suv 45 TFSI e 245 Bk/Ed Cmf/Sd Strc 22,45325,57,
AUQ314SL 5EXTA  2,AU018481,Audi,Q3,Suv 45 TFSI e 245 S Line S tronic 22,42780,56,
AUQ314SLC5EXTA  2,AU018482,Audi,Q3,Suv 45 TFSI e 245 S LN Cmf/Sd S/T 22,43975,56,
AUQ3145TC5EXTA  2,AU018487,Audi,Q3,Suv 45 TFSI e 245 Technik Cmf/Sd S/T 22,40525,54,
AUQ314TEK5EXTA  2,AU018486,Audi,Q3,Suv 45 TFSI e 245 Technik S tronic 22,39330,55,
AUQ314BLK5EXTA  2,AU018483,Audi,Q3,Suv 45 TFSI e 245ps Black Edition S tronic 22,44130,57,
AUQ320B4C5EPTA4 2,AU017700,Audi,Q3,Suv 45 TFSI Qtr 245 Bk/Ed Cmf/Sd Strc 22,43325,52,
AUQ320BD45EPTA4 2,AU017699,Audi,Q3,Suv 45 TFSI Quattro 245 Black Edition S tronic 22,42130,52,
AUQ320SO45EPTA4 2,AU017697,Audi,Q3,Suv 45 TFSI Qtr 245 Sln Cmf/Sd S trc 22,41975,51,
AUQ320SN45EPTA4 2,AU017696,Audi,Q3,Suv 45 TFSI Quattro 245ps S Line S tronic 22,40780,51,
AUQE005ES5EE A4,AU017562,Audi,Q4 E-Tron Suv,E-Trn 50 82kWh Quattro Edition 1 C+S/T/Pk 22,62395,58,
AUEQ00ECT5EE A,AU018592,Audi,Q4 E-Tron Sportback,Spbk 35 55kWh 170 ED 1 C/St AU 22,53275,58,
AUEQ003EH5EE A,AU018590,Audi,Q4 E-Tron Sportback,35 55kWh 170 Edition 1 Tech Pack Auto 22,51980,58,
AUEQ00ED35EE A,AU017509,Audi,Q4 E-Tron Sportback,35 55kWh 170 Edition 1 Auto 22,50930,58,
AUEQ00EC35EE A,AU018589,Audi,Q4 E-Tron Sportback,35 55kWh 170 Edition 1 Comfort and sound pack Auto 22,52225,58,
