CAP CODE,Manufacturer,Model,Variant,Basic List Price
VWMV20STY5EDTA,Volkswagen,Multivan,Volkswagen Multivan Diesel Estate 2.0 TDI Style 5Dr DSG,44360
JAXE203SP4SPTA4 1,Jaguar,XE,Jaguar XE Saloon 2.0 P300 Sport 4Dr Auto AWD,33629.17
JAXF20SP 4SPTA4 3,Jaguar,XF,Jaguar XF Saloon 2.0 P300 Sport 4Dr Auto AWD,38116.67
JAXF20SP 5EPTA4 2,Jaguar,XF,Jaguar XF Sportbrake 2.0 P300 Sport 5Dr Auto AWD,39179.17
PERF15AP35EDTA,Peugeot,Rifter,Peugeot Rifter Diesel Estate 1.5 Bluehdi 130 Allure Premium 5Dr Eat8,22762.5
PERF153GT5EDTA,Peugeot,Rifter,Peugeot Rifter Diesel Estate 1.5 Bluehdi 130 GT 5Dr Eat8,23362.5
PERF15AP75EDTA,Peugeot,Rifter,Peugeot Rifter Diesel Estate 1.5 Bluehdi 130 Allure Premium [7 Seats] 5Dr Eat8,24150
PERF157GT5EDTA,Peugeot,Rifter,Peugeot Rifter Diesel Estate 1.5 Bluehdi 130 GT [7 Seats] 5Dr Eat8,24733.33
ABA614   3HPTA  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 3Dr Auto,20320.19
ABA614TUR3HPTM  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Turismo 3Dr,19861.86
ABA614TUR3HPTA  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Turismo 3Dr Auto,20986.86
ABA614COM3HPTM  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Competizione 3Dr,21528.53
ABA614COM3HPTA  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 Competizione 3Dr Auto,21945.19
ABA614   2VPTM  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 2Dr,21403.53
ABA614   2VPTA  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 2Dr Auto,22528.53
ABA614TUR2VPTM  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 Turismo 2Dr,22070.19
ABA614TUR2VPTA  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 Turismo 2Dr Auto,23195.19
ABA614COM2VPTM  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 Competizione 2Dr,23736.86
ABA614COM2VPTA  1,Abarth,695C,Abarth 695C Convertible 1.4 T-jet 180 Competizione 2Dr Auto,24153.53
ABA9141653HPTM  1,Abarth,595C,Abarth 595 Hatchback 1.4 T-jet 165 3Dr,16528.53
ABA9141652VPTM  1,Abarth,595C,Abarth 595C Convertible 1.4 T-jet 165 2Dr,18736.86
MEEE00ALM4SE A,Mercedes-benz,EQE,Mercedes-benz EQE Saloon EQE 350+ 215kW AMG Line Premium 90kWh 4Dr Auto,67158.33
MEEE00LMA4SE A,Mercedes-benz,EQE,Mercedes-benz EQE Saloon EQE 350+ 215kW AMG Line 90kWh 4Dr Auto,62991.67
MEEE00ELX4SE A,Mercedes-benz,EQE,Mercedes-benz EQE Saloon EQE 350+ 215kW Exclusive Luxury 90kWh 4Dr Auto,72991.67
MEEE00PLL4SE A,Mercedes-benz,EQE,Mercedes-benz EQE Saloon EQE 350+ 215kW AMG Line Premium+ 90kWh 4Dr Auto,72991.67
GSG600PRE5EE A,Genesis,Gv60,Genesis Gv60 Estate 168kW Premium 77.4kWh 5Dr Auto,38500
GSG600SPO5EE A4,Genesis,Gv60,Genesis Gv60 Estate 234kW Sport 77.4kWh 5Dr AWD Auto,44000
GSG600SPP5EE A4,Genesis,Gv60,Genesis Gv60 Estate 360kW Sport Plus 77.4kWh 5Dr AWD Auto,53833.33
GSG600PRI5EE A,Genesis,Gv60,Genesis Gv60 Estate 168kW Premium 77.4kWh 5Dr Auto [innovation Pack],40225
GSG600SPI5EE A4,Genesis,Gv60,Genesis Gv60 Estate 234kW Sport 77.4kWh 5Dr AWD Auto [innovation Pack],45725
GSG600SOI5EE A4,Genesis,Gv60,Genesis Gv60 Estate 360kW Sport Plus 77.4kWh 5Dr AWD Auto [innovation],55558.33
GSGV25LP65EPTA4,Genesis,Gv80,Genesis Gv80 Estate 2.5T Luxury Plus Line 5Dr Auto AWD [6 Seat],59000
GSGV30L625EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Luxury Plus Line 5Dr Auto AWD [6 Seat],59083.33
GSG825PRL4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Premium Line 4Dr Auto RWD,33250
GSG825PLI4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Premium Line 4Dr Auto RWD [innovation Pack],36266.67
GSG825SPL4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Sport Line 4Dr Auto RWD,37583.33
GSG825SLI4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Sport Line 4Dr Auto RWD [innovation Pack],40600
GSG825LUL4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Luxury Line 4Dr Auto RWD,37666.67
GSG825LLI4SPTA,Genesis,G80,Genesis G80 Saloon 2.5T Luxury Line 4Dr Auto RWD [innovation Pack],40683.33
GSGV30PL25EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Premium Line 5Dr Auto AWD,46333.33
GSGV30PI25EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Premium Line 5Dr Auto AWD [innovation Pk],49583.33
GSGV30P275EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Premium Line 5Dr Auto AWD [7 Seat],46750
GSGV30P775EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Premium Line 5Dr Auto AWD [7 Seat/innov],50000
GSGV30LN25EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Luxury Line 5Dr Auto AWD,51000
GSGV30LI75EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Luxury Line 5Dr Auto AWD [innovation Pk],54250
GSGV30L275EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Luxury Line 5Dr Auto AWD [7 Seat],51416.67
GSGV30L775EDTA4,Genesis,Gv80,Genesis Gv80 Diesel Estate 3.0D 272 Luxury Line 5Dr Auto AWD [7 Seat/innov],54666.67
TOGR24   2CPIM,Toyota,Gr86,Toyota Gr86 Coupe 2.4 D-4s 2Dr,23161.67
TOGR24   2CPIA,Toyota,Gr86,Toyota Gr86 Coupe 2.4 D-4s 2Dr Auto,24903.33
MAM000PRI5HE A,Mazda,Mx-30,Mazda Mx-30 Hatchback 107kW Prime Line 35.5kWh 5Dr Auto,24995.83
MAM000EXL5HE A,Mazda,Mx-30,Mazda Mx-30 Hatchback 107kW Exclusive Line 35.5kWh 5Dr Auto,26579.17
MAM000MKO5HE A,Mazda,Mx-30,Mazda Mx-30 Hatchback 107kW Makoto 35.5kWh 5Dr Auto,28579.17
KINI002  5EE A  2,KIA,Niro,KIA Niro EV Estate 150kW 2 64kWh 5Dr Auto,28579.17
KINI003  5EE A  2,KIA,Niro,KIA Niro EV Estate 150kW 3 64kWh 5Dr Auto,30870.83
KINI004  5EE A  2,KIA,Niro,KIA Niro EV Estate 150kW 4 64kWh 5Dr Auto,33162.5
KINI162  5EHIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Hybrid 2 5Dr DCT,22420.83
KINI163  5EHIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Hybrid 3 5Dr DCT,24695.83
KINI164  5EHIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Hybrid 4 5Dr DCT,26987.5
KINI162  5EXIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Phev 2 5Dr DCT,26729.17
KINI163  5EXIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Phev 3 5Dr DCT,29020.83
KINI164  5EXIA  2,KIA,Niro,KIA Niro Estate 1.6 GDi Phev 4 5Dr DCT,31312.5
HYI500PPL5HE A,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 125kW Premium 58 kWh 5Dr Auto [part Leather],34384.17
HYI500P775HE A,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 168kW Premium 77 kWh 5Dr Auto [part Leather],37300.83
HYI500U775HE A,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 168kW Ultimate 77 kWh 5Dr Auto,39800.83
HYI500UT75HE A,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 168kW Ultimate 77 kWh 5Dr Auto [tech],40630
HYI500NE75HE A,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 168kW Namsan Edition 77 kWh 5Dr Auto,43550.83
HYI500P775HE A4,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 239kW Premium 77 kWh 5Dr AWD Auto [part Leath,40217.5
HYI500U775HE A4,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 239kW Ultimate 77 kWh 5Dr AWD Auto,42717.5
HYI500UT75HE A4,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 239kW Ultimate 77 kWh 5Dr AWD Auto [tech],43546.67
HYI500NE75HE A4,Hyundai,Ioniq 5,Hyundai Ioniq 5 Electric Hatchback 239kW Namsan Edition 77 kWh 5Dr AWD Auto,46467.5
POTY003724SE A,Porsche,Taycan,Porsche Taycan Saloon 300kW 79kWh 4Dr RWD Auto [22kw],62649.17
POTY0037K4SE A,Porsche,Taycan,Porsche Taycan Saloon 300kW 79kWh 4Dr RWD Auto [22kw] [5 Seat],62929.17
POTY003924SE A,Porsche,Taycan,Porsche Taycan Saloon 350kW 93kWh 4Dr RWD Auto [22kw],66023.33
POTY0039K4SE A,Porsche,Taycan,Porsche Taycan Saloon 350kW 93kWh 4Dr RWD Auto [22kw] [5 Seat],66303.33
POTY004S24SE A4,Porsche,Taycan,Porsche Taycan Saloon 390kW 4S 79kWh 4Dr Auto [22kw],71815.83
POTY004SK4SE A4,Porsche,Taycan,Porsche Taycan Saloon 390kW 4S 79kWh 4Dr Auto [22kw] [5 Seat],72095.83
POTY004SW4SE A4,Porsche,Taycan,Porsche Taycan Saloon 420kW 4S 93kWh 4Dr Auto [22kw],75070.83
POTY0049K4SE A4,Porsche,Taycan,Porsche Taycan Saloon 420kW 4S 93kWh 4Dr Auto [22kw] [5 Seat],75350.83
POTY003925EE A4,Porsche,Taycan,Porsche Taycan Cross Turismo 350kW 4 93kWh 5Dr Auto [22kw],70149.17
POTY0039K5EE A4,Porsche,Taycan,Porsche Taycan Cross Turismo 350kW 4 93kWh 5Dr Auto [22kw] [5 Seat],70429.17
POTY004SW5EE A4,Porsche,Taycan,Porsche Taycan Cross Turismo 420kW 4S 93kWh 5Dr Auto [22kw],75565.83
POTY0049K5EE A4,Porsche,Taycan,Porsche Taycan Cross Turismo 420kW 4S 93kWh 5Dr Auto [22kw] [5 Seat],75845.83
POTS003725EE A,Porsche,Taycan,Porsche Taycan Sport Turismo 300kW 79kWh 5Dr RWD Auto [22kw],63482.5
POTS0037K5EE A,Porsche,Taycan,Porsche Taycan Sport Turismo 300kW 79kWh 5Dr RWD Auto [22kw] [5 Seat],63762.5
POTS003925EE A,Porsche,Taycan,Porsche Taycan Sport Turismo 350kW 93kWh 5Dr RWD Auto [22kw],66856.67
POTS0039K5EE A,Porsche,Taycan,Porsche Taycan Sport Turismo 350kW 93kWh 5Dr RWD Auto [22kw] [5 Seat],67136.67
POTS004S25EE A4,Porsche,Taycan,Porsche Taycan Sport Turismo 390kW 4S 79kWh 5Dr Auto [22kw],72649.17
POTS004SK5EE A4,Porsche,Taycan,Porsche Taycan Sport Turismo 390kW 4S 79kWh 5Dr Auto [22kw] [5 Seat],72929.17
POTS004SW5EE A4,Porsche,Taycan,Porsche Taycan Sport Turismo 420kW 4S 93kWh 5Dr Auto [22kw],75904.17
POTS0049K5EE A4,Porsche,Taycan,Porsche Taycan Sport Turismo 420kW 4S 93kWh 5Dr Auto [22kw] [5 Seat],76184.17
ABA614   3HPTM  1,Abarth,695C,Abarth 695 Hatchback 1.4 T-jet 180 3Dr,19195.19
SSKO00VEN5EE A  4,Ssangyong,Korando,Ssangyong Korando E-motion Electric Estate 140kW Ventura 61.5kWh 5Dr Auto,28716.67
PS2 00BE25HE A4,Polestar,2,Polestar 2 Fastback Special Edition 350kW BST Edition 250 78kWh LR DM 5Dr 4WD Au,56583.33
CICR12CSE5HPTM  1,Citroen,C3 Aircross,Citroen C3 Aircross Hatchback 1.2 Puretech 110 C-series Edition 5Dr,15862.5
NIQQ13APP5HPTM  4,Nissan,Qashqai,Nissan Qashqai Hatchback 1.3 Dig-t MH Acenta Premium [pan Roof] 5Dr,23858.33
NIQQ13A8P5HPTM  4,Nissan,Qashqai,Nissan Qashqai Hatchback 1.3 Dig-t MH 158 Acenta Premium [pan Roof] 5Dr,24458.33
NIQQ13A8P5HPTA  4,Nissan,Qashqai,Nissan Qashqai Hatchback 1.3 Dig-t MH 158 Acenta Premium [pan] 5Dr Xtronic,25791.67
SSKO00EL 5EE A  4,Ssangyong,Korando,Ssangyong Korando E-motion Electric Estate 140kW ELX 61.5kWh 5Dr Auto,26216.67
LELC35HOE2CHIA,Lexus,LC,Lexus LC Coupe Special Editions 500h 3.5 Hokkaido Edition 2Dr Auto,81445
LELC50HE42CPIA,Lexus,LC,Lexus LC Coupe Special Editions 500 5.0 [464] Hokkaido Edition 2Dr Auto,80311.67
ABA614T1R3HPTM  1,Abarth,695C,Abarth 695 Hatchback Special Edition 1.4 T-jet 180 Tributo 131 Rally 3Dr,25695.19
CIC412CE35HPTM  3,Citroen,C4,Citroen C4 Hatchback 1.2 Puretech [130] C-series Edition 5Dr,20466.67
CIC412CE35HPTA  3,Citroen,C4,Citroen C4 Hatchback 1.2 Puretech [130] C-series Edition 5Dr Auto,21633.33
CIC415CSE5HDTM  3,Citroen,C4,Citroen C4 Diesel Hatchback 1.5 Bluehdi C-series Edition 5Dr,21083.33
CIC415CE35HDTA  3,Citroen,C4,Citroen C4 Diesel Hatchback 1.5 Bluehdi [130] C-series Edition 5Dr Auto,22916.67
CIC400CSE5HE A  3,Citroen,C4,Citroen E-c4 Electric Hatchback 100kW C-series Edition 50kWh 5Dr Auto,25987.5
CIC312CSE5HPTA  4,Citroen,C3,Citroen C3 Hatchback 1.2 Puretech 110 C-series Edition 5Dr Eat6,15475
CIC312CSE5HPIM  4,Citroen,C3,Citroen C3 Hatchback 1.2 Puretech C-series Edition 5Dr,13333.33
CIC4001CE5HE A  3,Citroen,C4,Citroen E-c4 Electric Hatchback 100kW C-series Edition 50kWh 5Dr Auto [11kwch],26237.5
VAGL166UL5HXTA,Vauxhall,Grandland,Vauxhall Grandland Hatchback 1.6 Hybrid Ultimate 5Dr Auto [6.6 Kwch],31558.33
VAGL16GL65HXTA,Vauxhall,Grandland,Vauxhall Grandland Hatchback 1.6 Hybrid GS Line 5Dr Auto [6.6 Kwch],28595.83
LEUX20FDP5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 F-sport Design 5Dr CVT,28949.17
LEUX20PTL5HHIA,Lexus,UX,Lexus UX Hatchback 250h 2.0 5Dr CVT [premium Pack/tahara Leather/lda],28915.83
PETR00A715EE A,Peugeot,Traveller,Peugeot E-traveller Electric Estate 100kW Allure Std [7 Seat] 50kWh 5Dr Auto [11,44441.67
PETR001LA5EE A,Peugeot,Traveller,Peugeot E-traveller Electric Estate 100kW Allure Long [7 Seat] 50kWh 5Dr Auto [1,45141.67
PETR00AS75EE A,Peugeot,Traveller,Peugeot E-traveller Electric Estate 100kW Allure Standard [7 Seat] 50kWh 5Dr Aut,44191.67
PETR00A7L5EE A,Peugeot,Traveller,Peugeot E-traveller Electric Estate 100kW Allure Long [7 Seat] 50kWh 5Dr Auto,44891.67
MNCC15CPR6EPTA  3,Mini,Cooper Clubman,Mini Clubman Estate 1.5 Cooper Classic Premium 6Dr Auto,21837.5
MNCC15CPS6EPTA  3,Mini,Cooper Clubman,Mini Clubman Estate 1.5 Cooper Classic Premium Plus 6Dr Auto,23337.5
MNSC20CPR6EPTA  3,Mini,Cooper S Clubman,Mini Clubman Estate 2.0 [178] Cooper S Classic Premium 6Dr Auto,24233.33
MNSC20CPS6EPTA  3,Mini,Cooper S Clubman,Mini Clubman Estate 2.0 [178] Cooper S Classic Premium Plus 6Dr Auto,25733.33
MNCC15EPR6EPTA  3,Mini,Cooper Clubman,Mini Clubman Estate 1.5 Cooper Exclusive Premium 6Dr Auto,24504.17
MNCC15EPS6EPTA  3,Mini,Cooper Clubman,Mini Clubman Estate 1.5 Cooper Exclusive Premium Plus 6Dr Auto,25837.5
MNSC20EPR6EPTA  3,Mini,Cooper S Clubman,Mini Clubman Estate 2.0 [178] Cooper S Exclusive Premium 6Dr Auto,26233.33
MNSC20EPS6EPTA  3,Mini,Cooper S Clubman,Mini Clubman Estate 2.0 [178] Cooper S Exclusive Premium Plus 6Dr Auto,27733.33
MNSC20JPP6EPTA4 3,Mini,Cooper S Clubman,Mini Clubman Estate 2.0 John Cooper Works All4 Premium Plus 6Dr Auto,32316.67
MNCO15CPR2VPTA  4,Mini,Cooper,Mini Convertible 1.5 Cooper Classic Premium 2Dr Auto,20545.83
MNCO15CPS2VPTA  4,Mini,Cooper,Mini Convertible 1.5 Cooper Classic Premium Plus 2Dr Auto,22087.5
MNCS20CPR2VPTA  4,Mini,Cooper S,Mini Convertible 2.0 Cooper S Classic Premium 2Dr Auto,23525
MNCS20CPS2VPTA  4,Mini,Cooper S,Mini Convertible 2.0 Cooper S Classic Premium Plus 2Dr Auto,25150
MNCO15EPR2VPTA  4,Mini,Cooper,Mini Convertible 1.5 Cooper Exclusive Premium 2Dr Auto,22712.5
MNCO15EPS2VPTA  4,Mini,Cooper,Mini Convertible 1.5 Cooper Exclusive Premium Plus 2Dr Auto,24087.5
MNCS20EPR2VPTA  4,Mini,Cooper S,Mini Convertible 2.0 Cooper S Exclusive Premium 2Dr Auto,25233.33
MNCS20EPS2VPTA  4,Mini,Cooper S,Mini Convertible 2.0 Cooper S Exclusive Premium Plus 2Dr Auto,26691.67
MNCS20JPP2VPTA  4,Mini,Cooper S,Mini Convertible 2.0 John Cooper Works 2Dr Premium Plus Auto,30816.67
MNCO15RPR2VPTA  4,Mini,Cooper,Mini Convertible Special Editions 1.5 Cooper Resolute Edition Premium 2Dr Auto,23541.67
MNCO15RPS2VPTA  4,Mini,Cooper,Mini Convertible Special Editions 1.5 Cooper Resolute Edition Premium Plus 2Dr A,24916.67
MNCS20RPR2VPTA  4,Mini,Cooper S,Mini Convertible Special Editions 2.0 Cooper S Resolute Edition Premium 2Dr Auto,26041.67
MNCS20RPS2VPTA  4,Mini,Cooper S,Mini Convertible Special Editions 2.0 Cooper S Resolute Edition Prem Plus 2Dr Au,27500
MNCM15CPR5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback 1.5 Cooper Classic Premium 5Dr Auto,23337.5
MNCM15CPS5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback 1.5 Cooper Classic Premium Plus 5Dr Auto,24837.5
MNCM15EPR5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback 1.5 Cooper Exclusive Premium 5Dr Auto,26004.17
MNCM15EPS5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback 1.5 Cooper Exclusive Premium Plus 5Dr Auto,27337.5
MNSM15CPR5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 1.5 Cooper S E Classic Premium All4 Phev 5Dr Auto,30016.67
MNSM15CPS5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 1.5 Cooper S E Classic Premium+ All4 Phev 5Dr Auto,31516.67
MNSM15EPR5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 1.5 Cooper S E Exclusive Prem All4 Phev 5Dr Auto,32183.33
MNSM15EPS5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 1.5 Cooper S E Exclusive Prem + All4 Phev 5Dr Auto,33683.33
MNSM20CPR5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 Cooper S Classic Premium 5Dr Auto,25400
MNSM20CPS5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 Cooper S Classic Premium Plus 5Dr Auto,26900
MNSM20EPR5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 Cooper S Exclusive Premium 5Dr Auto,27566.67
MNSM20EPS5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 Cooper S Exclusive Premium Plus 5Dr Auto,29066.67
MNSM20JPR5HPTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 John Cooper Works Premium All4 5Dr Auto,31541.67
MNSM20JPS5HPTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback 2.0 John Cooper Works Premium Plus All4 5Dr Auto,34291.67
MNCM15UPR5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback Special Editions 1.5 Cooper Untamed Edition Premium 5D,27375
MNCM15UPS5HPTA  2,Mini,Cooper Countryman,Mini Countryman Hatchback Special Editions 1.5 Cooper Untamed Edition Premium Pl,28708.33
MNSM15UPR5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback Special Editions 1.5 Cooper S E Untamed Ed Prem All4 P,33558.33
MNSM15UPS5HXTA4 2,Mini,Cooper S Countryman,Mini Countryman Hatchback Special Editions 1.5 Cooper S E Untamed Ed Prem+ All4,35058.33
MNSM20UPR5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback Special Editions 2.0 Cooper S Untamed Edition Premium,28929.17
MNSM20UPS5HPTA  2,Mini,Cooper S Countryman,Mini Countryman Hatchback Special Editions 2.0 Cooper S Untamed Edition Premium,30429.17
FOFI10TX 5HPTM  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Titanium X 5Dr,18612.5
FOFI10ACX5HPTM  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Active X 5Dr,19562.5
FOFI10SX55HPTM  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Hybrid Mhev 125 St-line X 5Dr,20495.83
FOFI10TX25HPTM  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Hbd Mhev 125 Titanium X 5Dr,19545.83
FOFI10TX25HPTA  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Hbd Mhev 125 Titanium X 5Dr Auto,20795.83
FOFI10AX25HPTM  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Hybrid Mhev 125 Active X 5Dr,20495.83
FOFI10AX25HPTA  A,Ford,Fiesta,Ford Fiesta Hatchback 1.0 Ecoboost Hbd Mhev 125 Active X 5Dr Auto,21745.83
FI5000IC73HE A  2,Fiat,500,Fiat 500 Electric Hatchback 70kW Icon 24kWh 3Dr Auto,20878.33
VWTR202SS1YDTM2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 SWB Diesel 2.0 TDI 110PS S Minibus,33670
VWTR202S5SYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 SWB Diesel 2.0 TDI 150PS S Minibus DSG,37700
VWTR202S1EYDTM2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 SWB Diesel 2.0 TDI 110PS SE Minibus,35855
VWTR202S5EYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 SWB Diesel 2.0 TDI 150PS SE Minibus DSG,39885
VWTR202LS1YDTM2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 110PS S Minibus,34600
VWTR202L5SYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 150PS S Minibus DSG,38630
VWTR202L1EYDTM2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 110PS SE Minibus,36785
VWTR202L5EYDTM2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 150PS SE Minibus,38780
VWTR202L5EYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 150PS SE Minibus DSG,40815
MEVI2014P4YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L1 Diesel RWD 114 CDI Pro 9-Seater 9G-Tronic,35385
MEVI2014S1YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L1 Diesel RWD 114 CDI Select 9-Seater 9G-Tronic,38770
MEVI2016S1YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L1 Diesel RWD 116 CDI Select 9-Seater 9G-Tronic,40135
MEVI2019S1YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L1 Diesel RWD 119 CDI Select 9-Seater 9G-Tronic,42650
MEVI2014P5YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L2 Diesel RWD 114 CDI Pro 9-Seater 9G-Tronic,35850
MEVI2014S2YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L2 Diesel RWD 114 CDI Select 9-Seater 9G-Tronic,39225
MEVI2016S2YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L2 Diesel RWD 116 CDI Select 9-Seater 9G-Tronic,40595
MEVI2019S2YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L2 Diesel RWD 119 CDI Select 9-Seater 9G-Tronic,43110
MEVI2014P6YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L3 Diesel RWD 114 CDI Pro 9-Seater 9G-Tronic,36455
MEVI2014S3YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L3 Diesel RWD 114 CDI Select 9-Seater 9G-Tronic,39840
MEVI2016S3YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L3 Diesel RWD 116 CDI Select 9-Seater 9G-Tronic,41200
MEVI2019S3YDTA2 6  L,Mercedes-benz,Vito,Mercedes-benz Vito Tourer L3 Diesel RWD 119 CDI Select 9-Seater 9G-Tronic,43720
VWTR202S4EYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 SWB Diesel 2.0 TDI 204PS SE Minibus DSG,42445
VWTR202L4EYDTA2 5  L,Volkswagen,Transporter,Volkswagen Transporter Shuttle T32 LWB Diesel 2.0 TDI 204PS SE Minibus DSG,43375
POBO20   2RPTM  6,Porsche,Boxster,Porsche 718 Boxster Roadster 2.0 2Dr,40833.33
POBO20   2RPTA  6,Porsche,Boxster,Porsche 718 Boxster Roadster 2.0 2Dr PDK,42500
POBO25S  2RPTM  6,Porsche,Boxster,Porsche 718 Boxster Roadster 2.5 S 2Dr,49166.67
POBO25S  2RPTA  6,Porsche,Boxster,Porsche 718 Boxster Roadster 2.5 S 2Dr PDK,50833.33
POCA20   2CPTM  3,Porsche,Cayman,Porsche 718 Cayman Coupe 2.0 2Dr,39166.67
POCA25S  2CPTM  3,Porsche,Cayman,Porsche 718 Cayman Coupe 2.5 S 2Dr,47500
POCA20   2CPTA  3,Porsche,Cayman,Porsche 718 Cayman Coupe 2.0 2Dr PDK,40833.33
POCA25S  2CPTA  3,Porsche,Cayman,Porsche 718 Cayman Coupe 2.5 S 2Dr PDK,49166.67
ABA914   3HPTM  1,Abarth,595C,Abarth 595 Hatchback 1.4 T-jet 145 3Dr,14132.5
